UF,IBGE,Município,Qtd_caps
PR,412060,Prudentopolis,2
PR,412080,Quatro Barras,1
PR,412090,Quedas do Iguaçu,1
PR,412140,Realeza,1
PR,412220,Rio Branco Do Sul,1
PR,412230,Rio Negro,1
PR,412240,Rolandia,3
PR,412385,Santa Maria Do Oeste,1
PR,412405,Santa Terezinha De Itaipu,1
PR,412410,Santo Antonio Da Platina,1
PR,412440,Santo Antonio Do Sudoeste,1
PR,412550,São José Dos Pinhais,3
PR,412560,São Mateus Do Sul,1
PR,412570,São Miguel Do Iguacu,1
PR,412625,Sarandi,1
PR,412710,Telemaco Borba,1
PR,412720,Terra Boa,1
PR,412750,Tibagi,1
PR,412770,Toledo,4
PR,412800,Ubirata,1
PR,412810,Umuarama,2
PR,412820,Uniao Da Vitoria,1
RJ,330010,Angra dos Reis,2
RJ,330020,Araruama,1
RJ,330023,Armacao dos Buzios,1
RJ,330025,ARRAIAL DO CABO,1
RJ,330030,Barra do Pirai,2
RJ,330040,Barra Mansa,3
RJ,330045,Belford Roxo,3
RJ,330050,Bom Jardim,1
RJ,330060,Bom Jesus do Itabapoana,1
RJ,330070,Cabo Frio,3
RJ,330080,Cachoeiras de Macacu,1
RJ,330093,Carapebus,1
RJ,330095,Comendador Levy Gasparian,1
RJ,330100,Campos dos Goytacazes,3
RJ,330110,Cantagalo,1
RJ,330120,Carmo,1
RJ,330130,Casimiro de Abreu,1
RJ,330140,Conceição de Macabu,1
RJ,330150,Cordeiro,1
RJ,330170,Duque De Caxias,4
RJ,330180,Engenheiro Paulo De Frontin,1
RJ,330185,Guapimirim,1
RJ,330187,Iguaba Grande,1
RJ,330190,Itaborai,2
RJ,330200,Itaguai,3
RJ,330205,Italva,1
RJ,330210,Itaocara,1
RJ,330220,Itaperuna,3
RJ,330225,Itatiaia,1
RJ,330227,Japeri,1
RJ,330240,Macae,3
RJ,330245,Macuco,1
RJ,330250,Magé,3
RJ,330260,Mangaratiba,1
RJ,330270,Maricá,3
RJ,330280,Mendes,1
RJ,330285,Mesquita,3
RJ,330290,Miguel Pereira,1
RJ,330300,Miracema,1
RJ,330310,Natividade,1
RJ,330320,Nilopolis,2
RJ,330330,Niteroi,4
RJ,330340,Nova Friburgo,1
RJ,330350,Nova Iguacu,3
RJ,330360,Paracambi,3
RJ,330370,Paraiba Do Sul,2
RJ,330380,Paraty,1
RJ,330385,Paty Do Alferes,1
RJ,330390,Petrópolis,4
RJ,330395,Pinheiral,1
RJ,330400,Pirai,1
RJ,330410,Porciuncula,1
RJ,330411,Porto Real,1
RJ,330412,Quatis,1
RJ,330414,Queimados,2
RJ,330415,Quissama,1
RJ,330420,Resende,3
RJ,330430,Rio Bonito,1
RJ,330440,Rio Claro,1
RJ,330452,Rio Das Ostras,1
RJ,330455,Rio De Janeiro,33
RJ,330460,Santa Maria Madalena,1
RJ,330470,Santo Antonio De Padua,1
RJ,330475,São Francisco De Itabapoana,1
RJ,330480,São Fidelis,1
RJ,330490,São Gonçalo,5
RJ,330500,São João Da Barra,1
RJ,330510,São João De Meriti,3
RJ,330515,São José do Vale do Rio Preto,1
RJ,330520,São Pedro Da Aldeia,2
RJ,330530,São Sebastiao do Alto,1
RJ,330540,Sapucaia,1
RJ,330550,Saquarema,1
RJ,330555,Seropedica,2
RJ,330560,Silva Jardim,1
RJ,330570,Sumidouro,1
RJ,330575,Tangua,1
RJ,330580,Teresopolis,2
RJ,330600,Tres Rios,2
RJ,330610,Valenca,2
RJ,330620,Vassouras,2
RJ,330630,Volta Redonda,5
RN ,240020,Açu,1
RN ,240100,Apodi,1
RN ,240110,Areia Branca,1
RN ,240145,Barauna,1
RN ,240200,Caico,2
RN ,240220,Canguaretama,1
RN ,240230,Caraubas,1
RN ,240260,Ceara-Mirim,2
RN ,240310,Currais Novos,1
RN ,240325,Parnamirim,3
RN ,240360,Extremoz,1
RN ,240420,Goianinha,1
RN ,240580,João Camara,1
RN ,240610,Jucurutu,1
RN ,240710,Macaiba,2
RN ,240720,Macau,1
RN ,240800,Mossoro,4
RN ,240810,Natal,5
RN ,240830,Nova Cruz,1
RN ,240880,Parazinho,1
RN ,240890,Parelhas,1
RN ,240930,Patu,1
RN ,240940,Pau Dos Ferros,1
RN ,241120,Santa Cruz,1
RN ,241150,Santo Antonio,1
RN ,241200,São Gonçalo do Amarante,2
RN ,241220,São José De Mipibu,1
RN ,241230,São José Do Campestre,1
RN ,241250,São Miguel,1
RN ,241260,São Paulo Do Potengi,1
RN ,241440,Touros,1
RN ,241450,Umarizal,1
RN ,240400,Frutuoso Gomes,1
RO,110001,Alta Floresta D'Oeste,1
RO,110002,Ariquemes,1
RO,110004,Cacoal,1
RO,110005,Cerejeiras,1
RO,110006,Colorado do Oeste,1
RO,110009,Espigao D'Oeste,1
RO,110010,Guajara-Mirim,1
RO,110011,Jaru,1
RO,110012,Ji-Parana,1
RO,110013,Machadinho D'Oeste,1
RO,110015,Ouro Preto Do Oeste,1
RO,110018,Pimenta Bueno,1
RO,110020,Porto Velho,4
RO,110025,Presidente Medici,1
RO,110028,Rolim De Moura,1
RO,110030,Vilhena,1
RO,110033,Nova Mamore,1
RO,110045,Buritis,1
RR,140005,Alto Alegre,1
RR,140010,Boa Vista,3
RR,140015,Bonfim,1
RR,140017,Canta,1
RR,140020,Caracarai,1
RR,140030,Mucajai,1
RR,140045,Pacaraima,1
RR,140047,Rorainopolis,1
RS,430040,Alegrete,3
RS,430060,Alvorada,3
RS,430130,Arroio Grande,1
RS,430150,Augusto Pestana,1
RS,430160,Bage,3
RS,430190,Barra do Ribeiro,2
RS,430210,Bento Goncalves,3
RS,430222,Boa Vista do Cadeado,1
RS,430270,Butia,1
RS,430280,Cacapava do Sul,1
RS,430290,Cacequi,1
RS,430300,Cachoeira do Sul,2
RS,430310,Cachoeirinha,2
RS,430350,Camaqua,1
RS,430390,Campo Bom,1
RS,430420,Candelaria,1
RS,430440,Canela,1
RS,430450,Cangucu,2
RS,430460,Canoas,5
RS,430463,Capao da Canoa,1
RS,430466,Capao do Leao,1
RS,430470,Carazinho,2
RS,430510,Caxias do Sul,4
RS,430535,Charqueadas,1
RS,430600,Crissiumal,1
RS,430610,Cruz Alta,3
RS,430640,Dois Irmaos,1
RS,430660,Dom Pedrito,1
RS,430680,Encantado,1
RS,430690,Encruzilhada Do Sul,1
RS,430693,Entre-Ijuis,1
RS,430700,Erechim,2
RS,430760,Estancia Velha,1
RS,430770,Esteio,3
RS,430780,Estrela,1
RS,430790,Farroupilha,2
RS,430820,Flores Da Cunha,1
RS,430850,Frederico Westphalen,1
RS,430900,Girua,1
RS,430910,Gramado,1
RS,430920,Gravatai,3
RS,430930,Guaíba,3
RS,430940,Guapore,1
RS,430960,Horizontina,1
RS,431010,Igrejinha,1
RS,431020,Ijui,3
RS,431060,Itaqui,2
RS,431080,Ivoti,1
RS,431100,Jaguarao,1
RS,431120,Julio De Castilhos,1
RS,431130,LAGOA VERMELHA,1
RS,431140,Lajeado,3
RS,431180,Marau,1
RS,431240,Montenegro,1
RS,431310,Nova Palma,1
RS,431320,Nova Petropolis,1
RS,431337,Nova Santa Rita,1
RS,431340,Novo Hamburgo,5
RS,431350,Osorio,2
RS,431370,Palmeira Das Missoes,1
RS,431390,Panambi,1
RS,431405,Parobe,1
RS,431410,Passo Fundo,3
RS,431440,Pelotas,8
RS,431450,Pinheiro Machado,1
RS,431460,Piratini,1
RS,431490,Porto Alegre,13
RS,431510,Porto Xavier,1
RS,431530,Quarai,1
RS,431560,Rio Grande,3
RS,431570,Rio Pardo,2
RS,431600,Rolante,1
RS,431640,Rosario Do Sul,1
RS,431680,Santa Cruz Do Sul,3
RS,431690,Santa Maria,4
RS,431710,Sant'Ana Do Livramento,2
RS,431720,Santa Rosa,2
RS,431730,Santa Vitoria Do Palmar,1
RS,431740,Santiago,2
RS,431750,Santo Angelo,3
RS,431760,Santo Antonio Da Patrulha,1
RS,431800,São Borja,2
RS,431810,São Francisco De Assis,1
RS,431820,São Francisco De Paula,1
RS,431830,São Gabriel,1
RS,431840,São Jeronimo,1
RS,431850,São José Do Norte,1
RS,431870,São Leopoldo,3
RS,431880,São Lourenco Do Sul,3
RS,431890,São Luiz Gonzaga,2
RS,431940,São Pedro Do Sul,1
RS,431950,São Sebastiao do Cai,1
RS,431960,São Sepe,1
RS,431990,Sapiranga,1
RS,432000,Sapucaia Do Sul,3
RS,432080,Soledade,1
RS,432090,Tapejara,1
RS,432110,Tapes,1
RS,432120,Taquara,2
RS,432130,Taquari,1
RS,432140,Tenente Portela,1
RS,432150,Torres,1
RS,432160,Tramandai,1
RS,432170,Tres Coroas,1
RS,432180,Tres De Maio,1
RS,432190,Tres Passos,1
RS,432200,Triunfo,1
RS,432220,Tupancireta,1
RS,432240,Uruguaiana,2
RS,432250,Vacaria,1
RS,432260,Venancio Aires,3
RS,432270,Vera Cruz,2
RS,432280,Veranopolis,1
RS,432300,Viamao,3
SC,420010,Abelardo Luz,1
SC,420040,Agua Doce,1
SC,420125,Apiuna,1
SC,420130,Araquari,1
SC,420140,Ararangua,1
SC,420200,Balneario Camboriu,2
SC,420210,Barra Velha,1
SC,420230,Biguacu,1
SC,420240,Blumenau,3
SC,420280,Braco do Norte,1
SC,420290,Brusque,2
SC,420300,Cacador,2
SC,420320,Camboriu,1
SC,420350,Campo Ere,1
SC,420360,Campos Novos,1
SC,420380,Canoinhas,1
SC,420390,Capinzal,1
SC,420395,Capivari de Baixo,1
SC,420420,Chapeco,3
SC,420425,Cocal do Sul,1
SC,420430,Concordia,1
SC,420460,Criciuma,4
SC,420480,Curitibanos,1
SC,420500,Dionisio Cerqueira,1
SC,420540,Florianopolis,4
SC,420545,Forquilhinha,1
SC,420550,Fraiburgo,1
SC,420570,Garopaba,1
SC,420590,Gaspar,1
SC,420630,Guabiruba,1
SC,420670,Herval D'Oeste,1
SC,420690,Ibirama,1
SC,420700,Icara,1
SC,420730,Imbituba,1
SC,420750,Indaial,1
SC,420770,Ipumirim,1
SC,420810,Itaiopolis,1
SC,420820,Itajai,3
SC,420830,Itapema,1
SC,420890,Jaragua Do Sul,3
SC,420900,Joacaba,1
SC,420910,Joinville,4
SC,420930,Lages,3
SC,420940,Laguna,1
SC,420960,Lauro Muller,1
SC,421010,Mafra,1
SC,421050,Maravilha,1
SC,421100,Mondai,1
SC,421110,Monte Castelo,1
SC,421120,Morro Da Fumaca,1
SC,421130,Navegantes,1
SC,421170,Orleans,1
SC,421180,Ouro,1
SC,421190,Palhoca,3
SC,421210,Palmitos,1
SC,421220,Papanduva,1
SC,421280,Balneario Picarras,1
SC,421320,Pomerode,1
SC,421360,Porto Uniao,1
SC,421420,Quilombo,1
SC,421480,Rio Do Sul,1
SC,421500,Rio Negrinho,1
SC,421550,Santa Cecilia,1
SC,421570,Santo Amaro Da Imperatriz,1
SC,421580,São Bento Do Sul,1
SC,421600,São Carlos,1
SC,421620,São Francisco Do Sul,1
SC,421650,São Joaquim,1
SC,421660,São José,3
SC,421690,São Lourenco Do Oeste,1
SC,421720,São Miguel Do Oeste,1
SC,421750,Seara,1
SC,421760,Sideropolis,1
SC,421770,Sombrio,1
SC,421820,Timbo,1
SC,421830,Tres Barras,1
SC,421870,Tubarao,2
SC,421900,Urussanga,1
SC,421930,Videira,1
SC,421950,Xanxere,1
SC,421970,Xaxim,1
SE,280020,Aquidaba,1
SE,280030,Aracaju,6
SE,280060,Barra dos Coqueiros,1
SE,280067,Boquim,1
SE,280100,Campo do Brito,1
SE,280120,Caninde de São Francisco,1
SE,280130,Capela,1
SE,280140,Carira,1
SE,280160,Cedro de São João,1
SE,280170,Cristinapolis,1
SE,280210,Estancia,1
SE,280290,Itabaiana,2
SE,280300,Itabaianinha,1
SE,280320,Itaporanga D'Ajuda,1
SE,280340,Japoata,1
SE,280350,Lagarto,2
SE,280360,Laranjeiras,1
SE,280400,Maruim,1
SE,280440,Neopolis,1
SE,280450,Nossa Senhora Da Gloria,1
SE,280460,Nossa Senhora Das Dores,1
SE,280480,Nossa Senhora Do Socorro,4
SE,280490,Pacatuba,1
SE,280550,Poco Verde,1
SE,280560,Porto da Folha,1
SE,280570,Propria,1
SE,280580,Riachao Do Dantas,1
SE,280620,Salgado,1
SE,280670,São Cristovao,2
SE,280680,São Domingos,1
SE,280710,Simao Dias,1
SE,280740,Tobias Barreto,1
SE,280760,Umbauba,1
SP,350010,Adamantina,1
SP,350050,Aguas de Lindoia,1
SP,350070,Agudos,1
SP,350160,Americana,2
SP,350170,Americo Brasiliense,1
SP,350190,Amparo,2
SP,350210,Andradina,2
SP,350220,Angatuba,1
SP,350250,Aparecida,1
SP,350270,Apiai,1
SP,350280,Aracatuba,3
SP,350290,Aracoiaba da Serra,1
SP,350320,Araraquara,2
SP,350330,Araras,2
SP,350380,Artur Nogueira,1
SP,350400,Assis,2
SP,350410,Atibaia,1
SP,350450,Avare,1
SP,350530,Barra Bonita,1
SP,350550,Barretos,1
SP,350570,Barueri,3
SP,350580,Bastos,1
SP,350590,Batatais,1
SP,350600,Bauru,3
SP,350610,Bebedouro,2
SP,350635,Bertioga,1
SP,350700,Boituva,2
SP,350740,Borborema,1
SP,350750,Botucatu,3
SP,350760,Braganca Paulista,1
SP,350780,Brodowski,1
SP,350800,Buri,1
SP,350810,Buritama,1
SP,350850,Cacapava,2
SP,350860,Cachoeira Paulista,1
SP,350880,Cafelandia,1
SP,350900,Caieiras,1
SP,350925,Cajati,1
SP,350950,Campinas,13
SP,350960,Campo Limpo Paulista,1
SP,350970,Campos do Jordao,1
SP,351000,Candido Mota,1
SP,351020,Capao Bonito,1
SP,351030,Capela do Alto,1
SP,351040,Capivari,2
SP,351050,Caraguatatuba,2
SP,351060,Carapicuiba,3
SP,351080,Casa Branca,2
SP,351110,Catanduva,2
SP,351150,Cerquilho,1
SP,351160,Cesário Lange,1
SP,351220,Conchal,1
SP,351240,Cordeiropolis,1
SP,351280,Cosmopolis,2
SP,351300,Cotia,3
SP,351340,Cruzeiro,1
SP,351350,Cubatão,2
SP,351360,Cunha,1
SP,351380,Diadema,5
SP,351410,Dois Corregos,1
SP,351440,Dracena,1
SP,351450,Duartina,1
SP,351500,Embu Das Artes,2
SP,351510,Embu-Guacu,1
SP,351518,Espirito Santo Do Pinhal,2
SP,351550,Fernandopolis,2
SP,351570,Ferraz De Vasconcelos,1
SP,351620,Franca,2
SP,351630,Francisco Morato,3
SP,351640,Franco Da Rocha,1
SP,351670,Garca,2
SP,351740,Guaira,1
SP,351750,Guapiacu,1
SP,351770,Guara,1
SP,351830,Guararema,1
SP,351840,Guaratingueta,2
SP,351850,Guarei,1
SP,351870,Guaruja,4
SP,351880,Guarulhos,6
SP,351907,Hortolandia,3
SP,351960,Ibitinga,1
SP,351970,Ibiuna,1
SP,352000,Igaraçu do Tietê,1
SP,352010,Igarapava,1
SP,352030,Iguape,1
SP,352040,Ilhabela,1
SP,352044,Ilha Solteira,1
SP,352050,Indaiatuba,3
SP,352100,Ipero,1
SP,352180,Itaí,1
SP,352210,Itanhaem,3
SP,352220,Itapecerica Da Serra,1
SP,352230,Itapetininga,3
SP,352240,Itapeva,1
SP,352250,Itapevi,1
SP,352260,Itapira,2
SP,352270,Itapolis,1
SP,352320,Itarare,1
SP,352340,Itatiba,2
SP,352390,Itu,2
SP,352400,Itupeva,1
SP,352410,Ituverava,1
SP,352430,Jaboticabal,1
SP,352440,Jacarei,3
SP,352470,Jaguariuna,1
SP,352480,Jales,1
SP,352500,Jandira,1
SP,352530,Jau,1
SP,352590,Jundiaí,4
SP,352600,Junqueiropolis,1
SP,352620,Juquitiba,1
SP,352640,Laranjal Paulista,1
SP,352670,Leme,2
SP,352690,Limeira,3
SP,352710,Lins,3
SP,352720,Lorena,1
SP,352730,Louveira,1
SP,352740,Lucelia,1
SP,352800,Macatuba,1
SP,352840,Mairinque,1
SP,352850,Mairipora,1
SP,352880,Maracai,1
SP,352900,Marilia,3
SP,352920,Martinopolis,2
SP,352930,Matão,2
SP,352940,Maua,3
SP,352990,Miracatu,1
SP,353020,Mirante do Paranapanema,1
SP,353030,Mirassol,1
SP,353050,Mococa,3
SP,353060,Mogi Das Cruzes,1
SP,353070,Mogi Guacu,2
SP,353080,Moji Mirim,2
SP,353130,Monte Alto,1
SP,353180,Monte Mor,1
SP,353190,Morro Agudo,1
SP,353300,Nova Granada ,1
SP,353350,Novo Horizonte,1
SP,353420,Orindiuva,1
SP,353430,Orlandia,1
SP,353440,Osasco,3
SP,353470,Ourinhos,2
SP,353490,Pacaembu,1
SP,353550,Paraguacu Paulista,1
SP,353650,Paulinia,2
SP,353670,Pederneiras,1
SP,353710,Pedreira,1
SP,353730,Penapolis,2
SP,353760,Peruibe,1
SP,353780,Piedade,1
SP,353790,Pilar do Sul,1
SP,353800,Pindamonhangaba,1
SP,353870,Piracicaba,2
SP,353880,Piraju,1
SP,353920,Pirapozinho,1
SP,353930,Pirassununga,3
SP,353950,Pitangueiras,1
SP,354000,Pompeia,1
SP,354060,Porto Feliz,1
SP,354070,Porto Ferreira,1
SP,354075,Potim,1
SP,354100,Praia Grande,2
SP,354130,Presidente Epitácio,1
SP,354140,Presidente Prudente,4
SP,354150,Presidente Venceslau,1
SP,354160,Promissão,1
SP,354170,Quata,1
SP,354220,Rancharia,2
SP,354240,Rejente  Feijo,1
SP,354260,Registro,1
SP,354330,Ribeirao Pires,3
SP,354340,Ribeirao Preto,4
SP,354390,Rio Claro,3
SP,354400,Rio Das Pedras,1
SP,354410,Rio Grande Da Serra,1
SP,354520,Salto,2
SP,354530,Salto De Pirapora,1
SP,354580,Santa Barbara D'Oeste,1
SP,354640,Santa Cruz Do Rio Pardo,1
SP,354660,Santa Fe Do Sul,1
SP,354670,Santa Gertrudes,1
SP,354730,Santana De Parnaiba,3
SP,354750,Santa Rita Do Passa Quatro,1
SP,354780,Santo Andre,5
SP,354800,Santo Antonio De Posse,1
SP,354850,Santos,6
SP,354870,São Bernando do Campo ,9
SP,354880,São Caetano Do Sul,2
SP,354890,São Carlos,2
SP,354910,São João Da Boa Vista,3
SP,354970,São José Do Rio Pardo,1
SP,354980,São José Do Rio Preto,7
SP,354990,São José Dos Campos,4
SP,355020,São Miguel Arcanjo,1
SP,355030,São Paulo,79
SP,355040,São Pedro,1
SP,355060,São Roque,1
SP,355070,São Sebastiao,1
SP,355100,São Vicente,5
SP,355160,Serra Negra,1
SP,355170,Sertaozinho,1
SP,355210,Socorro,1
SP,355220,Sorocaba,8
SP,355240,Sumare,1
SP,355250,Suzano,3
SP,355280,Taboão da Serra,3
SP,355360,Tapiratiba,1
SP,355370,Taquaritinga,2
SP,355390,Tarabaí,1
SP,355395,Taruma,1
SP,355400,Tatui,1
SP,355410,Taubate,3
SP,355450,Tiete,1
SP,355500,Tupa,1
SP,355540,Ubatuba,1
SP,355560,Uchoa,1
SP,355620,Valinhos,2
SP,355630,Valparaiso,1
SP,355640,Vargem Grande do Sul,1
SP,355645,Vargem Grande Paulista,1
SP,355650,Varzea Paulista,2
SP,355670,Vinhedo,1
SP,355700,Votorantim,3
SP,355710,Votuporanga,2
SP,421380,Praia Grande,1
TO,170210,Araguaina,2
TO,170220,Araguatins,1
TO,170255,Augustinopolis,1
TO,170380,Buriti do Tocantins,1
TO,170550,Colinas do Tocantins,2
TO,170700,Dianopolis,1
TO,170820,Formoso Do Araguaia,1
TO,170950,Gurupi,2
TO,171320,Miracema Do Tocantins,1
TO,171610,Paraiso Do Tocantins,1
TO,171665,Pequizeiro,1
TO,171820,Porto Nacional,1
TO,172080,Sitio Novo do Tocantins,1
TO,172090,Taguatinga,1
TO,172100,Palmas,2
TO,172120,Tocantinopolis,1
